Timestamp,PowerAmountKW,IoTHubTypeIdentifier
01/01/1970 09:40,6.523,PowerTelemetry
01/01/1970 09:41,6.788,PowerTelemetry
01/01/1970 09:42,2.341,PowerTelemetry
01/01/1970 09:43,9.617,PowerTelemetry
01/01/1970 09:44,2.581,PowerTelemetry
01/01/1970 09:45,7.864,PowerTelemetry
01/01/1970 09:46,1.676,PowerTelemetry
01/01/1970 09:47,7.071,PowerTelemetry
01/01/1970 09:48,6.472,PowerTelemetry
01/01/1970 09:49,5.422,PowerTelemetry
01/01/1970 09:50,6.902,PowerTelemetry
01/01/1970 09:51,5.339,PowerTelemetry
01/01/1970 09:52,1.38,PowerTelemetry
01/01/1970 09:53,2.433,PowerTelemetry
01/01/1970 09:54,4.928,PowerTelemetry
01/01/1970 09:55,4.363,PowerTelemetry
01/01/1970 09:56,1.154,PowerTelemetry
01/01/1970 09:57,8.316,PowerTelemetry
01/01/1970 09:58,0.211,PowerTelemetry
01/01/1970 09:59,3.691,PowerTelemetry
01/01/1970 10:00,2.708,PowerTelemetry
01/01/1970 10:01,8.073,PowerTelemetry
01/01/1970 10:02,3.486,PowerTelemetry
01/01/1970 10:03,2.935,PowerTelemetry
01/01/1970 10:04,3.505,PowerTelemetry
01/01/1970 10:05,8.022,PowerTelemetry
01/01/1970 10:06,4.339,PowerTelemetry
01/01/1970 10:07,3.491,PowerTelemetry
01/01/1970 10:08,6.574,PowerTelemetry
01/01/1970 10:09,8.925,PowerTelemetry
01/01/1970 10:10,2.687,PowerTelemetry
01/01/1970 10:11,1.713,PowerTelemetry
01/01/1970 10:12,5.125,PowerTelemetry
01/01/1970 10:13,4.028,PowerTelemetry
01/01/1970 10:14,4.189,PowerTelemetry
01/01/1970 10:15,8.261,PowerTelemetry
01/01/1970 10:16,3.669,PowerTelemetry
01/01/1970 10:17,9.43,PowerTelemetry
01/01/1970 10:18,6.843,PowerTelemetry
01/01/1970 10:19,5.395,PowerTelemetry
01/01/1970 10:20,2.183,PowerTelemetry
01/01/1970 10:21,4.016,PowerTelemetry
01/01/1970 10:22,4.875,PowerTelemetry
01/01/1970 10:23,7.062,PowerTelemetry
01/01/1970 10:24,2.094,PowerTelemetry
01/01/1970 10:25,7.571,PowerTelemetry
01/01/1970 10:26,9.191,PowerTelemetry
01/01/1970 10:27,8.297,PowerTelemetry
01/01/1970 10:28,7.961,PowerTelemetry
01/01/1970 10:29,7.217,PowerTelemetry
01/01/1970 10:30,2.001,PowerTelemetry
01/01/1970 10:31,7.99,PowerTelemetry
01/01/1970 10:32,1.219,PowerTelemetry
01/01/1970 10:33,1.89,PowerTelemetry
01/01/1970 10:34,6.421,PowerTelemetry
01/01/1970 10:35,0.132,PowerTelemetry
01/01/1970 10:36,9.749,PowerTelemetry
01/01/1970 10:37,1.243,PowerTelemetry
01/01/1970 10:38,9.301,PowerTelemetry
01/01/1970 10:39,3.677,PowerTelemetry
01/01/1970 10:40,3.181,PowerTelemetry
01/01/1970 10:41,4.642,PowerTelemetry
01/01/1970 10:42,4.197,PowerTelemetry
01/01/1970 10:43,2.746,PowerTelemetry
01/01/1970 10:44,5.687,PowerTelemetry
01/01/1970 10:45,8.941,PowerTelemetry
01/01/1970 10:46,2.799,PowerTelemetry
01/01/1970 10:47,1.653,PowerTelemetry
01/01/1970 10:48,1.096,PowerTelemetry
01/01/1970 10:49,2.547,PowerTelemetry
01/01/1970 10:50,0.588,PowerTelemetry
01/01/1970 10:51,4.535,PowerTelemetry
01/01/1970 10:52,4.49,PowerTelemetry
01/01/1970 10:53,9.177,PowerTelemetry
01/01/1970 10:54,6.182,PowerTelemetry
01/01/1970 10:55,3.086,PowerTelemetry
01/01/1970 10:56,7.565,PowerTelemetry
01/01/1970 10:57,4.562,PowerTelemetry
01/01/1970 10:58,0.79,PowerTelemetry
01/01/1970 10:59,0.89,PowerTelemetry
01/01/1970 11:00,3.498,PowerTelemetry
01/01/1970 11:01,8.638,PowerTelemetry
01/01/1970 11:02,3.922,PowerTelemetry
01/01/1970 11:03,2.9,PowerTelemetry
01/01/1970 11:04,7.384,PowerTelemetry
01/01/1970 11:05,6.577,PowerTelemetry
01/01/1970 11:06,0.658,PowerTelemetry
01/01/1970 11:07,3.133,PowerTelemetry
01/01/1970 11:08,7.236,PowerTelemetry
01/01/1970 11:09,3.053,PowerTelemetry
01/01/1970 11:10,0.403,PowerTelemetry
01/01/1970 11:11,8.318,PowerTelemetry
01/01/1970 11:12,1.153,PowerTelemetry
01/01/1970 11:13,9.332,PowerTelemetry
01/01/1970 11:14,0.764,PowerTelemetry
01/01/1970 11:15,1.7,PowerTelemetry
01/01/1970 11:16,5.356,PowerTelemetry
01/01/1970 11:17,8.826,PowerTelemetry
01/01/1970 11:18,5.175,PowerTelemetry
01/01/1970 11:19,3.698,PowerTelemetry
01/01/1970 11:20,3.739,PowerTelemetry
01/01/1970 11:21,1.373,PowerTelemetry
01/01/1970 11:22,3.304,PowerTelemetry
01/01/1970 11:23,1.443,PowerTelemetry
01/01/1970 11:24,8.465,PowerTelemetry
01/01/1970 11:25,3.286,PowerTelemetry
01/01/1970 11:26,3.455,PowerTelemetry
01/01/1970 11:27,4.589,PowerTelemetry
01/01/1970 11:28,2.367,PowerTelemetry
01/01/1970 11:29,5.999,PowerTelemetry
01/01/1970 11:30,5.142,PowerTelemetry
01/01/1970 11:31,2.124,PowerTelemetry
01/01/1970 11:32,7.76,PowerTelemetry
01/01/1970 11:33,0.916,PowerTelemetry
01/01/1970 11:34,1.937,PowerTelemetry
01/01/1970 11:35,7.424,PowerTelemetry
01/01/1970 11:36,8.952,PowerTelemetry
01/01/1970 11:37,6.253,PowerTelemetry
01/01/1970 11:38,5.742,PowerTelemetry
01/01/1970 11:39,9.295,PowerTelemetry
01/01/1970 11:40,3.878,PowerTelemetry
01/01/1970 11:41,3.973,PowerTelemetry
01/01/1970 11:42,8.101,PowerTelemetry
01/01/1970 11:43,7.28,PowerTelemetry
01/01/1970 11:44,0.782,PowerTelemetry
01/01/1970 11:45,8.861,PowerTelemetry
01/01/1970 11:46,2.185,PowerTelemetry
01/01/1970 11:47,7.191,PowerTelemetry
01/01/1970 11:48,9.765,PowerTelemetry
01/01/1970 11:49,0.748,PowerTelemetry
01/01/1970 11:50,2.538,PowerTelemetry
01/01/1970 11:51,6.801,PowerTelemetry
01/01/1970 11:52,3.669,PowerTelemetry
01/01/1970 11:53,3.134,PowerTelemetry
01/01/1970 11:54,5.815,PowerTelemetry
01/01/1970 11:55,7.059,PowerTelemetry
01/01/1970 11:56,6.487,PowerTelemetry
01/01/1970 11:57,2.732,PowerTelemetry
01/01/1970 11:58,9.624,PowerTelemetry
01/01/1970 11:59,3.415,PowerTelemetry
01/01/1970 12:00,1.284,PowerTelemetry
01/01/1970 12:01,5.76,PowerTelemetry
01/01/1970 12:02,2.594,PowerTelemetry
01/01/1970 12:03,0.305,PowerTelemetry
01/01/1970 12:04,9.718,PowerTelemetry
01/01/1970 12:05,3.061,PowerTelemetry
01/01/1970 12:06,2.481,PowerTelemetry
01/01/1970 12:07,9.751,PowerTelemetry
01/01/1970 12:08,8.573,PowerTelemetry
01/01/1970 12:09,6.208,PowerTelemetry
01/01/1970 12:10,5.672,PowerTelemetry
01/01/1970 12:11,6.841,PowerTelemetry
01/01/1970 12:12,9.852,PowerTelemetry
01/01/1970 12:13,1.824,PowerTelemetry
01/01/1970 12:14,5.094,PowerTelemetry
01/01/1970 12:15,9.05,PowerTelemetry
01/01/1970 12:16,9.084,PowerTelemetry
01/01/1970 12:17,7.5,PowerTelemetry
01/01/1970 12:18,4.179,PowerTelemetry
01/01/1970 12:19,2.718,PowerTelemetry
01/01/1970 12:20,2.508,PowerTelemetry
01/01/1970 12:21,7.821,PowerTelemetry
01/01/1970 12:22,3.927,PowerTelemetry
01/01/1970 12:23,9.201,PowerTelemetry
01/01/1970 12:24,7.061,PowerTelemetry
01/01/1970 12:25,6.477,PowerTelemetry
01/01/1970 12:26,0.978,PowerTelemetry
01/01/1970 12:27,2.434,PowerTelemetry
01/01/1970 12:28,0.958,PowerTelemetry
01/01/1970 12:29,4.782,PowerTelemetry
01/01/1970 12:30,9.52,PowerTelemetry
01/01/1970 12:31,5.754,PowerTelemetry
01/01/1970 12:32,4.01,PowerTelemetry
01/01/1970 12:33,6.791,PowerTelemetry
01/01/1970 12:34,4.548,PowerTelemetry
01/01/1970 12:35,8.802,PowerTelemetry
01/01/1970 12:36,7.305,PowerTelemetry
01/01/1970 12:37,5.962,PowerTelemetry
01/01/1970 12:38,5.191,PowerTelemetry
01/01/1970 12:39,2.759,PowerTelemetry
01/01/1970 12:40,6.849,PowerTelemetry
01/01/1970 12:41,8.449,PowerTelemetry
01/01/1970 12:42,7.144,PowerTelemetry
01/01/1970 12:43,5.572,PowerTelemetry
01/01/1970 12:44,1.126,PowerTelemetry
01/01/1970 12:45,2.012,PowerTelemetry
01/01/1970 12:46,9.449,PowerTelemetry
01/01/1970 12:47,3.265,PowerTelemetry
01/01/1970 12:48,5.457,PowerTelemetry
01/01/1970 12:49,1.019,PowerTelemetry
01/01/1970 12:50,4.396,PowerTelemetry
01/01/1970 12:51,4.546,PowerTelemetry
01/01/1970 12:52,8.509,PowerTelemetry
01/01/1970 12:53,6.498,PowerTelemetry
01/01/1970 12:54,6.361,PowerTelemetry
01/01/1970 12:55,0.86,PowerTelemetry
01/01/1970 12:56,5.64,PowerTelemetry
01/01/1970 12:57,8.54,PowerTelemetry
01/01/1970 12:58,4.037,PowerTelemetry
01/01/1970 12:59,2.392,PowerTelemetry
01/01/1970 13:00,7.45,PowerTelemetry
01/01/1970 13:01,9.035,PowerTelemetry
01/01/1970 13:02,6.086,PowerTelemetry
01/01/1970 13:03,6.491,PowerTelemetry
01/01/1970 13:04,6.17,PowerTelemetry
01/01/1970 13:05,1.926,PowerTelemetry
01/01/1970 13:06,4.109,PowerTelemetry
01/01/1970 13:07,0.51,PowerTelemetry
01/01/1970 13:08,2.258,PowerTelemetry
01/01/1970 13:09,9.833,PowerTelemetry
01/01/1970 13:10,5.612,PowerTelemetry
01/01/1970 13:11,3.322,PowerTelemetry
01/01/1970 13:12,9.652,PowerTelemetry
01/01/1970 13:13,6.473,PowerTelemetry
01/01/1970 13:14,8.875,PowerTelemetry
01/01/1970 13:15,9.934,PowerTelemetry
01/01/1970 13:16,2.677,PowerTelemetry
01/01/1970 13:17,1.079,PowerTelemetry
01/01/1970 13:18,9.006,PowerTelemetry
01/01/1970 13:19,0.185,PowerTelemetry
01/01/1970 13:20,3.827,PowerTelemetry
01/01/1970 13:21,5.985,PowerTelemetry
01/01/1970 13:22,1.009,PowerTelemetry
01/01/1970 13:23,1.035,PowerTelemetry
01/01/1970 13:24,8.778,PowerTelemetry
01/01/1970 13:25,3.267,PowerTelemetry
01/01/1970 13:26,7.395,PowerTelemetry
01/01/1970 13:27,1.603,PowerTelemetry
01/01/1970 13:28,0.962,PowerTelemetry
01/01/1970 13:29,0.291,PowerTelemetry
01/01/1970 13:30,5.836,PowerTelemetry
01/01/1970 13:31,4.89,PowerTelemetry
01/01/1970 13:32,5.164,PowerTelemetry
01/01/1970 13:33,1.413,PowerTelemetry
01/01/1970 13:34,8.783,PowerTelemetry
01/01/1970 13:35,5.466,PowerTelemetry
01/01/1970 13:36,2.492,PowerTelemetry
01/01/1970 13:37,4.457,PowerTelemetry
01/01/1970 13:38,1.472,PowerTelemetry
01/01/1970 13:39,2.502,PowerTelemetry
01/01/1970 13:40,4.665,PowerTelemetry
01/01/1970 13:41,0.021,PowerTelemetry
01/01/1970 13:42,3.874,PowerTelemetry
01/01/1970 13:43,1.617,PowerTelemetry
01/01/1970 13:44,0.142,PowerTelemetry
01/01/1970 13:45,3.792,PowerTelemetry
01/01/1970 13:46,0.091,PowerTelemetry
01/01/1970 13:47,6.854,PowerTelemetry
01/01/1970 13:48,5.37,PowerTelemetry
01/01/1970 13:49,5.113,PowerTelemetry
01/01/1970 13:50,8.803,PowerTelemetry
01/01/1970 13:51,9.071,PowerTelemetry
01/01/1970 13:52,4.465,PowerTelemetry
01/01/1970 13:53,3.202,PowerTelemetry
01/01/1970 13:54,7.061,PowerTelemetry
01/01/1970 13:55,8.608,PowerTelemetry
01/01/1970 13:56,0.703,PowerTelemetry
01/01/1970 13:57,1.328,PowerTelemetry
01/01/1970 13:58,9.705,PowerTelemetry
01/01/1970 13:59,5.908,PowerTelemetry
01/01/1970 14:00,0.191,PowerTelemetry
01/01/1970 14:01,1.43,PowerTelemetry
01/01/1970 14:02,2.953,PowerTelemetry
01/01/1970 14:03,0.104,PowerTelemetry
01/01/1970 14:04,3.022,PowerTelemetry
01/01/1970 14:05,9.795,PowerTelemetry
01/01/1970 14:06,8.971,PowerTelemetry
01/01/1970 14:07,1.791,PowerTelemetry
01/01/1970 14:08,2.644,PowerTelemetry
01/01/1970 14:09,6.259,PowerTelemetry
01/01/1970 14:10,5.546,PowerTelemetry
01/01/1970 14:11,3.678,PowerTelemetry
01/01/1970 14:12,7.49,PowerTelemetry
01/01/1970 14:13,5.572,PowerTelemetry
01/01/1970 14:14,1.735,PowerTelemetry
01/01/1970 14:15,1.719,PowerTelemetry
01/01/1970 14:16,6.62,PowerTelemetry
01/01/1970 14:17,2.048,PowerTelemetry
01/01/1970 14:18,6.296,PowerTelemetry
01/01/1970 14:19,6.987,PowerTelemetry
01/01/1970 14:20,8.539,PowerTelemetry
01/01/1970 14:21,4.467,PowerTelemetry
01/01/1970 14:22,5.445,PowerTelemetry
01/01/1970 14:23,0.192,PowerTelemetry
01/01/1970 14:24,0.825,PowerTelemetry
01/01/1970 14:25,8.474,PowerTelemetry
01/01/1970 14:26,2.642,PowerTelemetry
01/01/1970 14:27,3.46,PowerTelemetry
01/01/1970 14:28,4.304,PowerTelemetry
01/01/1970 14:29,6.508,PowerTelemetry
01/01/1970 14:30,8.737,PowerTelemetry
01/01/1970 14:31,4.798,PowerTelemetry
01/01/1970 14:32,1.032,PowerTelemetry
01/01/1970 14:33,6.893,PowerTelemetry
01/01/1970 14:34,0.677,PowerTelemetry
01/01/1970 14:35,7.985,PowerTelemetry
01/01/1970 14:36,8.355,PowerTelemetry
01/01/1970 14:37,8.392,PowerTelemetry
01/01/1970 14:38,7.58,PowerTelemetry
01/01/1970 14:39,1.411,PowerTelemetry
01/01/1970 14:40,2.211,PowerTelemetry
01/01/1970 14:41,0.865,PowerTelemetry
01/01/1970 14:42,7.657,PowerTelemetry
01/01/1970 14:43,2.023,PowerTelemetry
01/01/1970 14:44,3.582,PowerTelemetry
01/01/1970 14:45,0.065,PowerTelemetry
01/01/1970 14:46,6.032,PowerTelemetry
01/01/1970 14:47,7.152,PowerTelemetry
01/01/1970 14:48,8.615,PowerTelemetry
01/01/1970 14:49,0.235,PowerTelemetry
01/01/1970 14:50,5.464,PowerTelemetry
01/01/1970 14:51,5.566,PowerTelemetry
01/01/1970 14:52,9.509,PowerTelemetry
01/01/1970 14:53,3.472,PowerTelemetry
01/01/1970 14:54,8.378,PowerTelemetry
01/01/1970 14:55,5.718,PowerTelemetry
01/01/1970 14:56,0.116,PowerTelemetry
01/01/1970 14:57,1.993,PowerTelemetry
01/01/1970 14:58,8.756,PowerTelemetry
01/01/1970 14:59,2.665,PowerTelemetry
01/01/1970 15:00,6.973,PowerTelemetry
01/01/1970 15:01,5.891,PowerTelemetry
01/01/1970 15:02,9.852,PowerTelemetry
01/01/1970 15:03,5.439,PowerTelemetry
01/01/1970 15:04,7.722,PowerTelemetry
01/01/1970 15:05,9.117,PowerTelemetry
01/01/1970 15:06,2.064,PowerTelemetry
01/01/1970 15:07,8.941,PowerTelemetry
01/01/1970 15:08,6.847,PowerTelemetry
01/01/1970 15:09,8.412,PowerTelemetry
01/01/1970 15:10,4.291,PowerTelemetry
01/01/1970 15:11,1.458,PowerTelemetry
01/01/1970 15:12,2.413,PowerTelemetry
01/01/1970 15:13,3.101,PowerTelemetry
01/01/1970 15:14,9.203,PowerTelemetry
01/01/1970 15:15,8.254,PowerTelemetry
01/01/1970 15:16,0.983,PowerTelemetry
01/01/1970 15:17,9.284,PowerTelemetry
01/01/1970 15:18,8.83,PowerTelemetry
01/01/1970 15:19,0.887,PowerTelemetry
01/01/1970 15:20,2.874,PowerTelemetry
01/01/1970 15:21,5.256,PowerTelemetry
01/01/1970 15:22,9.056,PowerTelemetry
01/01/1970 15:23,1.111,PowerTelemetry
01/01/1970 15:24,8.384,PowerTelemetry
01/01/1970 15:25,6.109,PowerTelemetry
01/01/1970 15:26,1.855,PowerTelemetry
01/01/1970 15:27,6.202,PowerTelemetry
01/01/1970 15:28,6.127,PowerTelemetry
01/01/1970 15:29,7.873,PowerTelemetry
01/01/1970 15:30,0.806,PowerTelemetry
01/01/1970 15:31,5.445,PowerTelemetry
01/01/1970 15:32,0.175,PowerTelemetry
01/01/1970 15:33,2.203,PowerTelemetry
01/01/1970 15:34,6.112,PowerTelemetry
01/01/1970 15:35,7.262,PowerTelemetry
01/01/1970 15:36,3.812,PowerTelemetry
01/01/1970 15:37,4.024,PowerTelemetry
01/01/1970 15:38,5.12,PowerTelemetry
01/01/1970 15:39,8.452,PowerTelemetry
01/01/1970 15:40,8.174,PowerTelemetry
01/01/1970 15:41,9.318,PowerTelemetry
01/01/1970 15:42,5.118,PowerTelemetry
01/01/1970 15:43,6.582,PowerTelemetry
01/01/1970 15:44,7.371,PowerTelemetry
01/01/1970 15:45,7.322,PowerTelemetry
01/01/1970 15:46,7.352,PowerTelemetry
01/01/1970 15:47,6.45,PowerTelemetry
01/01/1970 15:48,8.999,PowerTelemetry
01/01/1970 15:49,1.789,PowerTelemetry
01/01/1970 15:50,1.295,PowerTelemetry
01/01/1970 15:51,2.557,PowerTelemetry
01/01/1970 15:52,8.294,PowerTelemetry
01/01/1970 15:53,8.714,PowerTelemetry
01/01/1970 15:54,6.054,PowerTelemetry
01/01/1970 15:55,0.694,PowerTelemetry
01/01/1970 15:56,1.694,PowerTelemetry
01/01/1970 15:57,3.957,PowerTelemetry
01/01/1970 15:58,8.827,PowerTelemetry
01/01/1970 15:59,7.797,PowerTelemetry
01/01/1970 16:00,1.509,PowerTelemetry
01/01/1970 16:01,0.018,PowerTelemetry
01/01/1970 16:02,9.266,PowerTelemetry
01/01/1970 16:03,7.916,PowerTelemetry
01/01/1970 16:04,7.473,PowerTelemetry
01/01/1970 16:05,7.005,PowerTelemetry
01/01/1970 16:06,2.972,PowerTelemetry
01/01/1970 16:07,1.531,PowerTelemetry
01/01/1970 16:08,2.953,PowerTelemetry
01/01/1970 16:09,4.154,PowerTelemetry
01/01/1970 16:10,1.645,PowerTelemetry
01/01/1970 16:11,7.684,PowerTelemetry
01/01/1970 16:12,4.309,PowerTelemetry
01/01/1970 16:13,1.819,PowerTelemetry
01/01/1970 16:14,2.372,PowerTelemetry
01/01/1970 16:15,7.63,PowerTelemetry
01/01/1970 16:16,6.008,PowerTelemetry
01/01/1970 16:17,9.313,PowerTelemetry
01/01/1970 16:18,5.066,PowerTelemetry
01/01/1970 16:19,4.529,PowerTelemetry
01/01/1970 16:20,0.733,PowerTelemetry
01/01/1970 16:21,9.258,PowerTelemetry
01/01/1970 16:22,1.612,PowerTelemetry
01/01/1970 16:23,8.424,PowerTelemetry
01/01/1970 16:24,6.007,PowerTelemetry
01/01/1970 16:25,3.695,PowerTelemetry
01/01/1970 16:26,9.89,PowerTelemetry
01/01/1970 16:27,3.64,PowerTelemetry
01/01/1970 16:28,4.472,PowerTelemetry
01/01/1970 16:29,2.209,PowerTelemetry
01/01/1970 16:30,4.334,PowerTelemetry
01/01/1970 16:31,6.517,PowerTelemetry
01/01/1970 16:32,5.178,PowerTelemetry
01/01/1970 16:33,1.992,PowerTelemetry
01/01/1970 16:34,4.328,PowerTelemetry
01/01/1970 16:35,6.427,PowerTelemetry
01/01/1970 16:36,8.916,PowerTelemetry
01/01/1970 16:37,9.124,PowerTelemetry
01/01/1970 16:38,5.727,PowerTelemetry
01/01/1970 16:39,7.643,PowerTelemetry
01/01/1970 16:40,2.224,PowerTelemetry
01/01/1970 16:41,5.755,PowerTelemetry
01/01/1970 16:42,8.258,PowerTelemetry
01/01/1970 16:43,8.809,PowerTelemetry
01/01/1970 16:44,1.059,PowerTelemetry
01/01/1970 16:45,7.919,PowerTelemetry
01/01/1970 16:46,1.727,PowerTelemetry
01/01/1970 16:47,2.126,PowerTelemetry
01/01/1970 16:48,6.743,PowerTelemetry
01/01/1970 16:49,9.637,PowerTelemetry
01/01/1970 16:50,7.854,PowerTelemetry
01/01/1970 16:51,7.576,PowerTelemetry
01/01/1970 16:52,7.056,PowerTelemetry
01/01/1970 16:53,6.916,PowerTelemetry
01/01/1970 16:54,6.555,PowerTelemetry
01/01/1970 16:55,4.139,PowerTelemetry
01/01/1970 16:56,1.918,PowerTelemetry
01/01/1970 16:57,4.488,PowerTelemetry
01/01/1970 16:58,0.395,PowerTelemetry
01/01/1970 16:59,0.861,PowerTelemetry
01/01/1970 17:00,7.064,PowerTelemetry
01/01/1970 17:01,4.565,PowerTelemetry
01/01/1970 17:02,9.339,PowerTelemetry
01/01/1970 17:03,1.162,PowerTelemetry
01/01/1970 17:04,8.091,PowerTelemetry
01/01/1970 17:05,6.398,PowerTelemetry
01/01/1970 17:06,1.6,PowerTelemetry
01/01/1970 17:07,7.572,PowerTelemetry
01/01/1970 17:08,8.584,PowerTelemetry
01/01/1970 17:09,5.064,PowerTelemetry
01/01/1970 17:10,3.381,PowerTelemetry
01/01/1970 17:11,1.878,PowerTelemetry
01/01/1970 17:12,1.623,PowerTelemetry
01/01/1970 17:13,9.598,PowerTelemetry
01/01/1970 17:14,6.648,PowerTelemetry
01/01/1970 17:15,0.608,PowerTelemetry
01/01/1970 17:16,5.868,PowerTelemetry
01/01/1970 17:17,5.282,PowerTelemetry
01/01/1970 17:18,9.782,PowerTelemetry
01/01/1970 17:19,8.142,PowerTelemetry
01/01/1970 17:20,7.55,PowerTelemetry
01/01/1970 17:21,9.384,PowerTelemetry
01/01/1970 17:22,8.755,PowerTelemetry
01/01/1970 17:23,7.022,PowerTelemetry
01/01/1970 17:24,4.933,PowerTelemetry
01/01/1970 17:25,6.291,PowerTelemetry
01/01/1970 17:26,1.688,PowerTelemetry
01/01/1970 17:27,6.409,PowerTelemetry
01/01/1970 17:28,3.1,PowerTelemetry
01/01/1970 17:29,0.886,PowerTelemetry
01/01/1970 17:30,5.327,PowerTelemetry
01/01/1970 17:31,0.042,PowerTelemetry
01/01/1970 17:32,9.74,PowerTelemetry
01/01/1970 17:33,8.16,PowerTelemetry
01/01/1970 17:34,2.814,PowerTelemetry
01/01/1970 17:35,4.474,PowerTelemetry
01/01/1970 17:36,2.486,PowerTelemetry
01/01/1970 17:37,7.432,PowerTelemetry
01/01/1970 17:38,5.965,PowerTelemetry
01/01/1970 17:39,0.512,PowerTelemetry
01/01/1970 17:40,6.035,PowerTelemetry
01/01/1970 17:41,6.442,PowerTelemetry
01/01/1970 17:42,1.187,PowerTelemetry
01/01/1970 17:43,6.581,PowerTelemetry
01/01/1970 17:44,1.372,PowerTelemetry
01/01/1970 17:45,7.67,PowerTelemetry
01/01/1970 17:46,9.562,PowerTelemetry
01/01/1970 17:47,6.667,PowerTelemetry
01/01/1970 17:48,9.015,PowerTelemetry
01/01/1970 17:49,0.451,PowerTelemetry
01/01/1970 17:50,3.975,PowerTelemetry
01/01/1970 17:51,7.622,PowerTelemetry
01/01/1970 17:52,3.902,PowerTelemetry
01/01/1970 17:53,0.278,PowerTelemetry
01/01/1970 17:54,9.25,PowerTelemetry
01/01/1970 17:55,1.405,PowerTelemetry
01/01/1970 17:56,7.508,PowerTelemetry
01/01/1970 17:57,3.21,PowerTelemetry
01/01/1970 17:58,1.835,PowerTelemetry
01/01/1970 17:59,1.11,PowerTelemetry
01/01/1970 18:00,5.815,PowerTelemetry
01/01/1970 18:01,1.459,PowerTelemetry
01/01/1970 18:02,5.755,PowerTelemetry
01/01/1970 18:03,5.963,PowerTelemetry
01/01/1970 18:04,9.224,PowerTelemetry
01/01/1970 18:05,5.984,PowerTelemetry
01/01/1970 18:06,6.108,PowerTelemetry
01/01/1970 18:07,4.567,PowerTelemetry
01/01/1970 18:08,6.165,PowerTelemetry
01/01/1970 18:09,4.297,PowerTelemetry
01/01/1970 18:10,3.113,PowerTelemetry
01/01/1970 18:11,2.525,PowerTelemetry
01/01/1970 18:12,5.63,PowerTelemetry
01/01/1970 18:13,2.315,PowerTelemetry
01/01/1970 18:14,1.46,PowerTelemetry
01/01/1970 18:15,6.163,PowerTelemetry
01/01/1970 18:16,5.725,PowerTelemetry
01/01/1970 18:17,9.95,PowerTelemetry
01/01/1970 18:18,4.374,PowerTelemetry
01/01/1970 18:19,7.487,PowerTelemetry
01/01/1970 18:20,3.861,PowerTelemetry
01/01/1970 18:21,5.104,PowerTelemetry
01/01/1970 18:22,0.84,PowerTelemetry
01/01/1970 18:23,1.906,PowerTelemetry
01/01/1970 18:24,7.91,PowerTelemetry
01/01/1970 18:25,2.945,PowerTelemetry
01/01/1970 18:26,8.827,PowerTelemetry
01/01/1970 18:27,0.188,PowerTelemetry
01/01/1970 18:28,5.177,PowerTelemetry
01/01/1970 18:29,5.763,PowerTelemetry
01/01/1970 18:30,2.979,PowerTelemetry
01/01/1970 18:31,6.138,PowerTelemetry
01/01/1970 18:32,0.782,PowerTelemetry
01/01/1970 18:33,5.387,PowerTelemetry
01/01/1970 18:34,3.434,PowerTelemetry
01/01/1970 18:35,6.743,PowerTelemetry
01/01/1970 18:36,4.875,PowerTelemetry
01/01/1970 18:37,5.73,PowerTelemetry
01/01/1970 18:38,2.83,PowerTelemetry
01/01/1970 18:39,2.122,PowerTelemetry
01/01/1970 18:40,1.338,PowerTelemetry
01/01/1970 18:41,1.184,PowerTelemetry
01/01/1970 18:42,6.009,PowerTelemetry
01/01/1970 18:43,9.612,PowerTelemetry
01/01/1970 18:44,5.509,PowerTelemetry
01/01/1970 18:45,4.924,PowerTelemetry
01/01/1970 18:46,7.993,PowerTelemetry
01/01/1970 18:47,7.687,PowerTelemetry
01/01/1970 18:48,1.644,PowerTelemetry
01/01/1970 18:49,4.019,PowerTelemetry
01/01/1970 18:50,4.328,PowerTelemetry
01/01/1970 18:51,9.54,PowerTelemetry
01/01/1970 18:52,0.123,PowerTelemetry
01/01/1970 18:53,9.231,PowerTelemetry
01/01/1970 18:54,9.956,PowerTelemetry
01/01/1970 18:55,7.394,PowerTelemetry
01/01/1970 18:56,3.093,PowerTelemetry
01/01/1970 18:57,4.204,PowerTelemetry
01/01/1970 18:58,0.039,PowerTelemetry
01/01/1970 18:59,7.69,PowerTelemetry
01/01/1970 19:00,9.881,PowerTelemetry
01/01/1970 19:01,3.042,PowerTelemetry
01/01/1970 19:02,8.396,PowerTelemetry
01/01/1970 19:03,8.465,PowerTelemetry
01/01/1970 19:04,0.338,PowerTelemetry
01/01/1970 19:05,5.092,PowerTelemetry
01/01/1970 19:06,4.017,PowerTelemetry
01/01/1970 19:07,3.092,PowerTelemetry
01/01/1970 19:08,9.663,PowerTelemetry
01/01/1970 19:09,9.161,PowerTelemetry
01/01/1970 19:10,9.431,PowerTelemetry
01/01/1970 19:11,6.604,PowerTelemetry
01/01/1970 19:12,3.727,PowerTelemetry
01/01/1970 19:13,6.624,PowerTelemetry
01/01/1970 19:14,9.442,PowerTelemetry
01/01/1970 19:15,0.059,PowerTelemetry
01/01/1970 19:16,4.855,PowerTelemetry
01/01/1970 19:17,8.252,PowerTelemetry
01/01/1970 19:18,8.756,PowerTelemetry
01/01/1970 19:19,7.805,PowerTelemetry
01/01/1970 19:20,0.842,PowerTelemetry
01/01/1970 19:21,8.836,PowerTelemetry
